ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,predicted
0x1705,CUS_0xa16e,August,Lee Chyenz,42,905-50-7912,Media_Manager,10183.015_,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,21,7.97,6.0,Bad,1672.43,36.83702882,10 Years and 8 Months,Yes,37.58807284,71.12274735,Low_spent_Small_value_payments,288.7476381,Poor,Poor
0x170a,CUS_0xac86,January,,19,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,10,8_,0.86,0.0,_,76.23,29.81589563,32 Years and 9 Months,No,0.0,388.3603537,Low_spent_Large_value_payments,768.9823963,Good,Good
0x170b,CUS_0xac86,February,Nickb,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,5,7,_,0.0,_,76.23,28.10808629,32 Years and 10 Months,No,0.0,807.2067768,Low_spent_Small_value_payments,370.1359732,Good,Good
0x170c,CUS_0xac86,March,Nickb,20,#F%$D@*&8,Entrepreneur,106733.13,8873.4275,4,4,4975,0,,2,6,0.86,0.0,Good,76.23,42.0704586,32 Years and 11 Months,No,0.0,172.0328285,High_spent_Large_value_payments,955.3099215,Good,Good
0x170d,CUS_0xac86,April,Nickb,20,028-16-4402,Entrepreneur,106733.13,,4,4,1,0,,5,7,-4.14,0.0,Good,76.23,25.84254794,33 Years and 0 Months,No,0.0,644.2873937,Low_spent_Large_value_payments,513.0553563,Good,Good
0x170e,CUS_0xac86,May,Nickb,20,028-16-4402,Entrepreneur,106733.13_,8873.4275,4,4,1,-100,,5,6,0.86,0.0,Good,76.23,28.82055378,33 Years and 1 Months,No,0.0,345.6091354,High_spent_Medium_value_payments,791.7336146,Good,Good
0x170f,CUS_0xac86,June,Nickb,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,5,6,-0.14,0.0,Good,76.23,31.7276036,,No,0.0,,High_spent_Medium_value_payments,913.0316547,Standard,Standard
0x1710,CUS_0xac86,July,Nickb,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,9,4,0.86,1.0,_,76.23,43.66511841,,No,0.0,191.0353726,High_spent_Large_value_payments,936.3073774,Standard,Standard
0x1711,CUS_0xac86,August,,20,028-16-4402,Entrepreneur,106733.13,8873.4275,4,4,1,0,,7,6,0.86,1.0,Good,76.23,39.24363978,33 Years and 4 Months,No,0.0,384.7637248,!@9#%8,792.5790252,Standard,Standard
0x1716,CUS_0x5b48,January,,31_,706-95-0150,Lawyer,12600.445,782.0370833,5,5,10,-100,"Not Specified, Student Loan, and Student Loan",28,19,15.79,7.0,_,569.8,33.07588357,12 Years and 3 Months,Yes,26.06034753,0,High_spent_Large_value_payments,284.2982045,Standard,Standard
0x1717,CUS_0x5b48,February,McBrideq,31,706-95-0150,Lawyer,12600.445,782.0370833,5,5,10,-100,"Not Specified, Student Loan, and Student Loan",25,18,15.79,7.0,Standard,569.8,38.15374126,12 Years and 4 Months,Yes,26.06034753,103.1586179,Low_spent_Small_value_payments,238.9847429,Standard,Standard
0x1718,CUS_0x5b48,March,,31,706-95-0150,Lawyer,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,16,15.79,7.0,Standard,569.8,23.17983274,12 Years and 5 Months,Yes,26.06034753,32.02630794,Low_spent_Small_value_payments,310.1170529,Standard,Standard
0x1719,CUS_0x5b48,April,,32,706-95-0150,_______,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,18,15.79,,Standard,569.8,28.81940706,12 Years and 6 Months,Yes,33746.0,31.14919791,Low_spent_Medium_value_payments,300.9941629,Poor,Poor
0x171a,CUS_0x5b48,May,McBrideq,32,706-95-0150,Lawyer,12600.445_,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",20,19,15.79,7.0,Standard,569.8,37.24021434,12 Years and 7 Months,Yes,26.06034753,41.0826367,Low_spent_Small_value_payments,301.0607241,Poor,Poor
0x171b,CUS_0x5b48,June,McBrideq,32,706-95-0150,Lawyer,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,19,15.79,7.0,Standard,569.8,36.52748004,12 Years and 8 Months,Yes,26.06034753,48.00806666,Low_spent_Small_value_payments,294.1352941,Poor,Poor
0x171c,CUS_0x5b48,July,McBrideq,32,706-95-0150,Lawyer,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,20,21.79,7.0,Standard,569.8,34.12530593,,Yes,26.06034753,56.90889586,Low_spent_Medium_value_payments,275.2344649,Poor,Poor
0x171d,CUS_0x5b48,August,,32,706-95-0150,Lawyer,12600.445,782.0370833,5,5,10,3,"Not Specified, Student Loan, and Student Loan",25,19,15.79,11.0,Standard,569.8,31.97887352,12 Years and 10 Months,Yes,26.06034753,66.37358,Low_spent_Small_value_payments,275.7697808,Poor,Good
0x1722,CUS_0xa5f9,January,Rickt,34,189-09-5267,Mechanic,57983.12,4720.926667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",47,19,7.27,12.0,Bad,3532.83,32.32176946,,Yes,200.4326134,265.7062119,Low_spent_Small_value_payments,295.9538413,Poor,Poor
0x1723,CUS_0xa5f9,February,Rickt,34,189-09-5267,Mechanic,57983.12,,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",53,21,7.27,1044.0,Bad,3532.83,37.87364187,12 Years and 3 Months,Yes,200.4326134,193.8733754,High_spent_Medium_value_payments,327.7866778,Standard,Standard
0x1724,CUS_0xa5f9,March,Rickt,34,189-09-5267,Mechanic,57983.12,4720.926667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",48,,7.27,17.0,Bad,3532.83,37.81024309,12 Years and 4 Months,Yes,200.4326134,534.3581784,Low_spent_Small_value_payments,27.30187488,Poor,Poor
0x1725,CUS_0xa5f9,April,Rickt,34,189-09-5267,Mechanic,57983.12,,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",48,22,7.27,17.0,_,3532.83,32.56739684,12 Years and 5 Months,Yes,200.4326134,197.6404955,High_spent_Medium_value_payments,324.0195577,Poor,Poor
0x1726,CUS_0xa5f9,May,Rickt,34,#F%$D@*&8,Mechanic,57983.12,4720.926667,9,8,31,8,"Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Student Loan, and Student Loan",48,21,10.27,17.0,Bad,3532.83,37.28428974,12 Years and 6 Months,Yes,200.4326134,205.2501523,Low_spent_Small_value_payments,356.409901,Poor,Poor
